Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Travel_Rarely,1069,Research & Development,1,3,Computer Science,1,969,2,Female,42,2,2,Support Engineer,4,Single,58201,12291,0,Y,No,14,3,1,80,0,6,3,3,5,0,1,4
37,Yes,Travel_Rarely,625,Sales,1,4,Computer Science,1,970,1,Male,46,2,3,Software Engineer,3,Married,93085,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7
45,No,Non-Travel,805,Research & Development,4,2,Computer Science,1,972,3,Male,57,3,2,QA Engineer,2,Married,44657,23163,1,Y,No,12,3,2,80,0,9,5,2,9,7,0,8
29,No,Travel_Frequently,1404,Sales,20,3,Mechanical,1,974,3,Female,84,3,1,Junior Developer,4,Married,45783,18203,1,Y,No,15,3,2,80,1,3,5,3,3,1,0,2
35,No,Travel_Rarely,1219,Sales,18,3,Information Technology,1,975,3,Female,86,3,2,Software Engineer,3,Married,59558,6179,1,Y,No,16,3,2,80,0,5,3,3,5,2,1,0
52,No,Travel_Rarely,1053,Research & Development,1,2,Computer Science,1,976,4,Male,70,3,4,Engineering Manager,4,Married,156970,13829,2,Y,No,15,3,2,80,1,26,2,2,9,8,7,8
58,Yes,Travel_Rarely,289,Research & Development,2,3,Mechanical,1,977,4,Male,51,3,1,Data Scientist,3,Single,159236,26227,4,Y,No,24,4,1,80,0,7,4,3,1,0,0,0
53,No,Travel_Rarely,1376,Sales,2,2,Information Technology,1,981,3,Male,45,3,4,Engineering Manager,3,Divorced,265266,13938,6,Y,No,13,3,3,80,1,22,3,4,17,13,15,2
30,No,Travel_Rarely,231,Sales,8,2,Civil,1,982,3,Male,62,3,3,Software Engineer,3,Divorced,65783,9977,5,Y,No,11,3,1,80,1,10,2,4,8,4,7,7
38,No,Non-Travel,152,Sales,10,3,Mechanical,1,983,3,Female,85,3,2,Software Engineer,4,Single,75081,19899,1,Y,Yes,13,3,2,80,0,6,1,3,5,3,1,3
35,No,Travel_Rarely,882,Sales,3,4,Computer Science,1,984,4,Male,92,3,3,Software Engineer,4,Divorced,73407,6812,6,Y,No,13,3,2,80,1,12,2,3,10,9,0,8
39,No,Travel_Rarely,903,Sales,2,5,Computer Science,1,985,1,Male,41,4,3,Software Engineer,3,Single,63928,2560,0,Y,No,18,3,4,80,0,9,3,3,8,7,0,7
40,Yes,Non-Travel,1479,Sales,24,3,Computer Science,1,986,2,Female,100,4,4,Software Engineer,2,Single,73531,17071,4,Y,Yes,16,3,4,80,0,22,2,2,1,0,0,0
47,No,Travel_Frequently,1379,Research & Development,16,4,Information Technology,1,987,3,Male,64,4,2,DevOps Engineer,3,Divorced,85977,6759,1,Y,Yes,19,3,3,80,0,20,3,4,19,10,2,7
36,No,Non-Travel,1229,Sales,8,4,Mechanical,1,990,1,Male,84,3,2,Software Engineer,4,Divorced,93627,25952,4,Y,No,13,3,4,80,2,12,3,3,7,7,0,7
31,Yes,Non-Travel,335,Research & Development,9,2,Information Technology,1,991,3,Male,46,2,1,Data Scientist,1,Single,148130,10322,0,Y,Yes,22,4,1,80,0,4,0,3,3,2,1,2
33,No,Non-Travel,722,Sales,17,3,Computer Science,1,992,4,Male,38,3,4,Engineering Manager,3,Single,198063,20489,1,Y,No,11,3,4,80,0,10,2,3,10,8,6,0
29,Yes,Travel_Rarely,906,Research & Development,10,3,Computer Science,1,994,4,Female,92,2,1,Data Scientist,1,Single,143544,11479,6,Y,Yes,20,4,3,80,0,3,5,3,0,0,0,0
33,No,Travel_Rarely,461,Research & Development,13,1,Computer Science,1,995,2,Female,53,3,1,Data Scientist,4,Single,146339,17241,3,Y,No,18,3,1,80,0,5,4,3,3,2,0,2
45,No,Travel_Rarely,974,Research & Development,1,4,Information Technology,1,996,4,Female,91,3,1,QA Engineer,4,Divorced,61567,11005,3,Y,No,14,3,4,80,2,8,2,3,5,3,0,2
50,No,Travel_Rarely,1126,Research & Development,1,2,Information Technology,1,997,4,Male,66,3,4,Tech Lead,4,Divorced,203374,6615,9,Y,No,22,4,3,80,1,32,1,2,5,4,1,3
33,No,Travel_Frequently,827,Research & Development,1,4,Civil,1,998,3,Female,84,4,2,Support Engineer,2,Married,30902,20161,1,Y,Yes,13,3,1,80,1,6,2,3,6,5,1,2
41,No,Travel_Frequently,840,Research & Development,9,3,Information Technology,1,999,1,Male,64,3,5,Tech Lead,3,Divorced,195663,3735,2,Y,No,17,3,2,80,1,21,2,4,18,16,0,11
27,No,Travel_Rarely,1134,Research & Development,16,4,Mechanical,1,1001,3,Female,37,3,1,QA Engineer,2,Married,54332,12086,9,Y,No,14,3,2,80,1,4,2,3,2,2,2,2
45,No,Non-Travel,248,Research & Development,23,2,Computer Science,1,1002,4,Male,42,3,2,QA Engineer,1,Married,68799,14039,1,Y,Yes,15,3,3,80,1,9,2,3,9,8,0,8
47,No,Travel_Rarely,955,Sales,4,2,Computer Science,1,1003,4,Female,83,3,2,Software Engineer,4,Single,92464,8571,1,Y,Yes,17,3,3,80,0,9,0,3,9,0,0,7
30,Yes,Travel_Rarely,138,Research & Development,22,3,Computer Science,1,1004,1,Female,48,3,1,Data Scientist,3,Married,163842,11539,4,Y,Yes,11,3,2,80,0,7,2,3,5,2,0,1
50,No,Travel_Rarely,939,Research & Development,24,3,Computer Science,1,1005,4,Male,95,3,4,DevOps Engineer,3,Married,115281,4161,3,Y,Yes,18,3,4,80,1,22,2,3,12,11,1,5
38,No,Travel_Frequently,1391,Research & Development,10,1,Information Technology,1,1006,3,Male,66,3,1,Data Scientist,3,Married,176913,12127,0,Y,No,17,3,2,80,1,3,0,2,2,1,0,2
46,No,Travel_Rarely,566,Research & Development,7,2,Information Technology,1,1007,4,Male,75,3,3,DevOps Engineer,3,Divorced,95778,24208,6,Y,No,13,3,2,80,1,13,3,3,8,7,0,7
24,No,Travel_Rarely,1206,Research & Development,17,1,Information Technology,1,1009,4,Female,41,2,2,DevOps Engineer,3,Divorced,145235,24117,1,Y,No,15,3,2,80,2,5,6,3,4,2,3,2
35,Yes,Travel_Rarely,622,Research & Development,14,4,Civil,1,1010,3,Male,39,2,1,QA Engineer,2,Divorced,50120,10074,1,Y,Yes,24,4,4,80,1,5,2,1,4,2,0,2
31,No,Travel_Frequently,853,Research & Development,1,1,Computer Science,1,1011,3,Female,96,3,2,DevOps Engineer,1,Married,92344,11275,1,Y,No,12,3,3,80,1,4,1,3,4,3,0,3
18,No,Non-Travel,287,Research & Development,5,2,Computer Science,1,1012,2,Male,73,3,1,Data Scientist,4,Single,108245,13493,1,Y,No,15,3,4,80,0,0,2,3,0,0,0,0
54,No,Travel_Rarely,1441,Research & Development,17,3,Mechanical,1,1013,3,Female,56,3,3,DevOps Engineer,3,Married,149807,13943,8,Y,No,11,3,3,80,1,22,2,3,10,7,0,8
35,No,Travel_Rarely,583,Research & Development,25,4,Information Technology,1,1014,3,Female,57,3,3,Support Engineer,3,Divorced,59144,6975,1,Y,Yes,11,3,3,80,1,16,3,2,16,10,10,1
30,No,Travel_Rarely,153,Research & Development,8,2,Computer Science,1,1015,2,Female,73,4,3,Tech Lead,1,Married,245593,17802,0,Y,Yes,12,3,3,80,3,9,4,2,8,7,1,7
20,Yes,Travel_Rarely,1097,Research & Development,11,3,Information Technology,1,1016,4,Female,98,2,1,Data Scientist,1,Single,165209,18275,1,Y,Yes,15,3,1,80,0,1,2,3,1,0,0,0
30,Yes,Travel_Frequently,109,Research & Development,5,3,Information Technology,1,1017,2,Female,60,3,1,QA Engineer,2,Single,73345,25725,0,Y,No,17,3,1,80,0,4,3,3,3,2,1,2
26,No,Travel_Rarely,1066,Research & Development,2,2,Information Technology,1,1018,4,Male,32,4,2,DevOps Engineer,4,Married,127572,3334,1,Y,No,12,3,2,80,0,8,2,3,8,7,1,3
22,No,Travel_Rarely,217,Research & Development,8,1,Computer Science,1,1019,2,Male,94,1,1,QA Engineer,1,Married,72101,6881,1,Y,No,15,3,1,80,1,4,3,2,4,3,1,1
48,No,Travel_Rarely,277,Research & Development,6,3,Computer Science,1,1022,1,Male,97,2,2,Support Engineer,3,Single,50891,13119,2,Y,No,13,3,4,80,0,19,0,3,2,2,2,2
48,No,Travel_Rarely,1355,Research & Development,4,4,Computer Science,1,1024,3,Male,78,2,3,Support Engineer,3,Single,56112,22245,7,Y,No,14,3,2,80,0,27,3,3,15,11,4,8
41,No,Travel_Rarely,549,Research & Development,7,2,Information Technology,1,1025,4,Female,42,3,2,DevOps Engineer,3,Single,142677,23371,6,Y,No,14,3,2,80,0,8,6,3,2,2,2,1
39,No,Travel_Rarely,466,Research & Development,1,1,Computer Science,1,1026,4,Female,65,2,4,DevOps Engineer,4,Married,130727,7060,1,Y,No,16,3,3,80,1,21,3,3,21,6,11,8
27,No,Travel_Rarely,1055,Research & Development,2,4,Computer Science,1,1027,1,Female,47,3,2,DevOps Engineer,4,Married,79820,4658,0,Y,No,18,3,2,80,1,4,2,3,3,2,2,2
35,No,Travel_Rarely,802,Research & Development,10,3,Civil,1,1028,2,Male,45,3,1,QA Engineer,4,Divorced,63003,9541,1,Y,No,20,4,1,80,1,3,4,2,3,2,1,2
42,No,Travel_Rarely,265,Sales,5,2,Electronics,1,1029,4,Male,90,3,5,Engineering Manager,3,Married,174033,7770,6,Y,No,13,3,2,80,0,21,3,4,1,0,0,0
50,No,Travel_Rarely,804,Research & Development,9,3,Computer Science,1,1030,1,Male,64,3,1,QA Engineer,4,Married,43986,20165,4,Y,No,18,3,2,80,0,8,5,3,1,0,0,0
59,No,Travel_Rarely,715,Research & Development,2,3,Computer Science,1,1032,3,Female,69,2,4,DevOps Engineer,4,Single,75962,21829,3,Y,Yes,13,3,1,80,0,30,4,3,5,3,4,3
37,Yes,Travel_Rarely,1141,Research & Development,11,2,Information Technology,1,1033,1,Female,61,1,2,Support Engineer,2,Married,43844,14382,5,Y,No,15,3,1,80,0,15,2,1,1,0,0,0
55,No,Travel_Frequently,135,Research & Development,18,4,Information Technology,1,1034,3,Male,62,3,2,Support Engineer,2,Married,35108,12992,3,Y,Yes,14,3,4,80,2,17,3,3,8,7,6,7
41,No,Non-Travel,247,Research & Development,7,1,Computer Science,1,1035,2,Female,55,1,5,Tech Lead,3,Divorced,167853,20284,1,Y,No,22,4,2,80,2,21,3,3,21,16,5,10
38,No,Travel_Rarely,1035,Sales,3,4,Computer Science,1,1036,2,Male,42,3,2,Software Engineer,4,Single,70352,4981,8,Y,Yes,12,3,3,80,0,19,1,3,1,0,0,0
26,Yes,Non-Travel,265,Sales,29,2,Information Technology,1,1037,2,Male,79,1,2,Software Engineer,1,Single,70076,21813,8,Y,No,18,3,4,80,0,7,6,3,2,2,2,2
52,Yes,Travel_Rarely,266,Sales,2,1,Electronics,1,1038,1,Female,57,1,5,Engineering Manager,4,Married,199920,25846,1,Y,No,15,3,4,80,1,33,3,3,32,14,6,9
44,No,Travel_Rarely,1448,Sales,28,3,Information Technology,1,1039,4,Female,53,4,4,Software Engineer,4,Married,91876,11737,3,Y,Yes,18,3,3,80,1,23,2,3,12,11,11,11
50,No,Non-Travel,145,Sales,1,3,Computer Science,1,1040,4,Female,95,3,2,Software Engineer,3,Married,76230,24920,0,Y,No,12,3,1,80,1,19,3,3,18,7,0,13
36,Yes,Travel_Rarely,885,Research & Development,16,4,Computer Science,1,1042,3,Female,43,4,1,QA Engineer,1,Single,59934,8269,1,Y,No,16,3,3,80,0,18,1,3,17,13,15,14
39,No,Travel_Frequently,945,Research & Development,22,3,Information Technology,1,1043,4,Female,82,3,3,DevOps Engineer,1,Single,98479,5083,1,Y,Yes,13,3,3,80,0,21,2,3,21,6,2,8
33,No,Non-Travel,1038,Sales,8,1,Computer Science,1,1044,2,Female,88,2,1,Junior Developer,4,Single,39072,21437,0,Y,No,19,3,4,80,0,3,2,2,2,2,2,2
45,No,Travel_Rarely,1234,Sales,11,2,Computer Science,1,1045,4,Female,90,3,4,Engineering Manager,4,Married,156824,5404,3,Y,No,13,3,2,80,1,26,4,4,9,3,1,1
32,No,Non-Travel,1109,Research & Development,29,4,Information Technology,1,1046,4,Female,69,3,1,QA Engineer,3,Single,71315,11135,9,Y,No,12,3,2,80,0,10,2,3,8,7,7,7
34,No,Travel_Rarely,216,Sales,1,4,Electronics,1,1047,2,Male,75,4,2,Software Engineer,4,Divorced,73573,12278,0,Y,No,11,3,4,80,1,16,2,2,15,1,0,9
59,No,Travel_Rarely,1089,Sales,1,2,Mechanical,1,1048,2,Male,66,3,3,Engineering Manager,4,Married,260439,11038,3,Y,Yes,14,3,3,80,1,14,1,1,6,4,0,4
45,No,Travel_Rarely,788,Human Resources,24,4,Information Technology,1,1049,2,Male,36,3,1,HR Manager,2,Single,115053,8318,1,Y,No,16,3,1,80,0,6,3,3,6,3,0,4
53,No,Travel_Frequently,124,Sales,2,3,Electronics,1,1050,3,Female,38,2,3,Software Engineer,2,Married,79780,23537,2,Y,No,12,3,1,80,1,30,2,3,15,7,6,12
36,Yes,Travel_Rarely,660,Research & Development,15,3,Civil,1,1052,1,Male,81,3,2,QA Engineer,3,Divorced,73852,7858,7,Y,No,14,3,2,80,1,9,3,2,1,0,0,0
26,Yes,Travel_Frequently,342,Research & Development,2,3,Computer Science,1,1053,1,Male,57,3,1,Data Scientist,1,Married,199668,15346,6,Y,Yes,14,3,2,80,1,6,2,3,3,2,1,2
34,No,Travel_Rarely,1333,Sales,10,4,Computer Science,1,1055,3,Female,87,3,1,Junior Developer,3,Married,40570,18410,1,Y,Yes,19,3,4,80,1,1,2,3,1,1,0,0
28,No,Travel_Rarely,1144,Sales,10,1,Information Technology,1,1056,4,Male,74,3,1,Junior Developer,2,Married,47309,23384,1,Y,No,22,4,2,80,0,1,5,3,1,0,0,0
38,No,Travel_Frequently,1186,Research & Development,3,4,Civil,1,1060,3,Male,44,3,1,Data Scientist,3,Married,145061,2997,3,Y,No,16,3,1,80,1,8,2,3,2,2,2,2
50,No,Travel_Rarely,1464,Research & Development,2,4,Information Technology,1,1061,2,Male,62,3,5,Tech Lead,3,Married,135337,12853,2,Y,Yes,11,3,4,80,1,29,2,2,8,1,7,7
37,No,Travel_Rarely,124,Research & Development,3,3,Civil,1,1062,4,Female,35,3,2,Support Engineer,2,Single,52025,13848,3,Y,No,15,3,1,80,0,8,3,2,4,3,0,1
40,No,Travel_Rarely,300,Sales,26,3,Electronics,1,1066,3,Male,74,3,2,Software Engineer,1,Married,74435,22217,1,Y,No,14,3,2,80,1,8,3,2,7,7,7,5
26,No,Travel_Frequently,921,Research & Development,1,1,Information Technology,1,1068,1,Female,66,2,1,Data Scientist,3,Divorced,170916,25265,1,Y,No,13,3,3,80,2,5,5,3,5,3,1,3
46,No,Travel_Rarely,430,Research & Development,1,4,Information Technology,1,1069,4,Male,40,3,5,Tech Lead,4,Divorced,216219,21445,9,Y,No,17,3,4,80,2,23,0,3,2,2,2,2
54,No,Travel_Rarely,1082,Sales,2,4,Computer Science,1,1070,3,Female,41,2,3,Software Engineer,3,Married,62641,8392,6,Y,No,11,3,2,80,1,13,4,3,9,4,7,0
56,No,Travel_Frequently,1240,Research & Development,9,3,Information Technology,1,1071,1,Female,63,3,1,Data Scientist,3,Married,135794,12154,2,Y,No,19,3,2,80,1,18,4,3,5,4,0,3
36,No,Travel_Rarely,796,Research & Development,12,5,Information Technology,1,1073,4,Female,51,2,3,DevOps Engineer,4,Single,126264,15669,0,Y,No,11,3,2,80,0,15,2,2,14,8,7,8
55,No,Non-Travel,444,Research & Development,2,1,Information Technology,1,1074,3,Male,40,2,4,Engineering Manager,1,Single,285966,17323,7,Y,No,15,3,2,80,0,31,3,4,9,7,6,2
43,No,Travel_Rarely,415,Sales,25,3,Information Technology,1,1076,3,Male,79,2,3,Software Engineer,4,Divorced,64522,5268,5,Y,No,13,3,3,80,1,18,5,3,1,0,0,0
20,Yes,Travel_Frequently,769,Sales,9,3,Electronics,1,1077,4,Female,54,3,1,Junior Developer,4,Single,35544,17205,1,Y,Yes,14,3,2,80,0,2,3,3,2,2,0,2
21,Yes,Travel_Rarely,1334,Research & Development,10,3,Computer Science,1,1079,3,Female,36,2,1,QA Engineer,1,Single,73487,17258,1,Y,No,13,3,1,80,0,1,6,2,1,0,1,0
46,No,Travel_Rarely,1003,Research & Development,8,4,Computer Science,1,1080,4,Female,74,2,2,Data Scientist,1,Divorced,141755,21029,8,Y,Yes,23,4,1,80,3,19,2,3,16,13,1,7
51,Yes,Travel_Rarely,1323,Research & Development,4,4,Computer Science,1,1081,1,Male,34,3,1,Data Scientist,3,Married,126398,10332,9,Y,Yes,12,3,3,80,3,18,2,4,10,0,2,7
28,Yes,Non-Travel,1366,Research & Development,24,2,Mechanical,1,1082,2,Male,72,2,3,Support Engineer,1,Single,40031,12355,1,Y,No,12,3,1,80,0,10,2,2,10,7,1,9
26,No,Travel_Rarely,192,Research & Development,1,2,Information Technology,1,1083,1,Male,59,2,1,QA Engineer,1,Married,76262,11141,1,Y,No,16,3,1,80,2,6,2,3,5,3,1,3
30,No,Travel_Rarely,1176,Research & Development,20,3,Civil,1,1084,3,Male,85,3,2,DevOps Engineer,1,Married,118688,9096,0,Y,No,15,3,3,80,1,7,1,2,6,2,0,2
41,No,Travel_Rarely,509,Research & Development,7,2,Mechanical,1,1085,2,Female,43,4,1,Data Scientist,3,Married,136396,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8
38,No,Travel_Rarely,330,Research & Development,17,1,Computer Science,1,1088,3,Female,65,2,3,Support Engineer,3,Married,50629,24608,0,Y,No,18,3,1,80,1,20,4,2,19,9,1,9
40,No,Travel_Rarely,1492,Research & Development,20,4,Mechanical,1,1092,1,Male,61,3,3,Support Engineer,4,Married,42645,26542,4,Y,No,20,4,4,80,1,14,6,3,11,10,11,1
27,No,Non-Travel,1277,Research & Development,8,5,Computer Science,1,1094,1,Male,87,1,1,QA Engineer,3,Married,48059,5869,1,Y,No,19,3,4,80,3,3,4,3,3,2,1,2
55,No,Travel_Frequently,1091,Research & Development,2,1,Computer Science,1,1096,4,Male,65,3,3,DevOps Engineer,2,Married,104759,15813,3,Y,No,18,3,2,80,1,23,4,3,3,2,1,2
28,No,Travel_Rarely,857,Research & Development,10,3,Civil,1,1097,3,Female,59,3,2,Data Scientist,3,Single,161644,7909,3,Y,No,13,3,4,80,0,10,4,4,8,7,1,7
44,Yes,Travel_Rarely,1376,Human Resources,1,2,Information Technology,1,1098,2,Male,91,2,3,HR Manager,1,Married,115347,2326,9,Y,No,14,3,4,80,1,24,1,3,20,6,3,6
33,No,Travel_Rarely,654,Research & Development,5,3,Computer Science,1,1099,4,Male,34,2,3,Support Engineer,4,Divorced,55096,21214,4,Y,No,15,3,3,80,1,9,2,3,3,2,1,2
35,Yes,Travel_Rarely,1204,Sales,4,3,Mechanical,1,1100,4,Male,86,3,3,Software Engineer,1,Single,50060,10333,0,Y,Yes,22,4,1,80,0,9,2,3,8,7,4,7
33,Yes,Travel_Frequently,827,Research & Development,29,4,Information Technology,1,1101,1,Female,54,2,2,Data Scientist,3,Single,99929,3129,1,Y,No,22,4,2,80,0,14,4,3,13,7,3,8
28,No,Travel_Rarely,895,Research & Development,15,2,Computer Science,1,1102,1,Male,50,3,1,QA Engineer,3,Divorced,77969,22482,1,Y,No,16,3,4,80,1,4,5,2,4,2,2,2
34,No,Travel_Frequently,618,Research & Development,3,1,Computer Science,1,1103,1,Male,45,3,2,Support Engineer,4,Single,56722,22266,0,Y,No,17,3,3,80,0,7,1,2,6,2,0,4
37,No,Travel_Rarely,309,Sales,10,4,Computer Science,1,1105,4,Female,88,2,2,Software Engineer,4,Divorced,91458,24223,2,Y,Yes,14,3,3,80,3,8,5,3,1,0,0,0
25,Yes,Travel_Rarely,1219,Research & Development,4,1,Mechanical,1,1106,4,Male,32,3,1,QA Engineer,4,Married,41385,4605,1,Y,Yes,15,3,2,80,1,7,3,4,7,7,5,6
26,Yes,Travel_Rarely,1330,Research & Development,21,3,Information Technology,1,1107,1,Male,37,3,1,QA Engineer,3,Divorced,77440,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0
33,Yes,Travel_Rarely,1017,Research & Development,25,3,Information Technology,1,1108,1,Male,55,2,1,Data Scientist,2,Single,137800,2993,4,Y,Yes,20,4,2,80,0,5,0,3,2,2,2,2
42,No,Travel_Rarely,469,Research & Development,2,2,Information Technology,1,1109,4,Male,35,3,4,Engineering Manager,1,Married,249531,14399,0,Y,No,17,3,4,80,1,23,3,3,22,6,13,7
28,Yes,Travel_Frequently,1009,Research & Development,1,3,Information Technology,1,1111,1,Male,45,2,1,QA Engineer,2,Divorced,53671,7160,1,Y,No,15,3,1,80,2,1,2,3,1,0,0,0
50,Yes,Travel_Frequently,959,Sales,1,4,Civil,1,1113,4,Male,81,3,2,Software Engineer,3,Single,89059,17251,3,Y,Yes,14,3,4,80,0,5,4,3,0,0,0,0
33,No,Travel_Frequently,970,Sales,7,3,Computer Science,1,1114,4,Female,30,3,2,Software Engineer,2,Married,89915,13401,0,Y,No,17,3,3,80,1,4,3,3,3,2,0,2
34,No,Non-Travel,697,Research & Development,3,4,Computer Science,1,1115,3,Male,40,2,1,Data Scientist,4,Married,143178,22478,3,Y,No,17,3,4,80,3,6,2,3,0,0,0,0
48,No,Non-Travel,1262,Research & Development,1,4,Information Technology,1,1116,1,Male,35,4,4,Engineering Manager,4,Single,299753,16154,2,Y,No,22,4,3,80,0,27,3,2,5,4,2,1
45,No,Non-Travel,1050,Sales,9,4,Computer Science,1,1117,2,Female,65,2,2,Software Engineer,3,Married,87273,17970,1,Y,No,13,3,4,80,1,15,2,3,15,10,4,12
52,No,Travel_Rarely,994,Research & Development,7,4,Computer Science,1,1118,2,Male,87,3,3,Support Engineer,2,Single,32739,15322,7,Y,No,19,3,4,80,0,18,4,3,8,6,4,0
38,No,Travel_Rarely,770,Sales,10,4,Electronics,1,1119,3,Male,73,2,3,Software Engineer,3,Divorced,89314,5569,0,Y,Yes,14,3,2,80,2,9,2,3,8,7,2,7
29,No,Travel_Rarely,1107,Research & Development,28,4,Computer Science,1,1120,3,Female,93,3,1,Data Scientist,4,Divorced,114290,26968,4,Y,No,22,4,1,80,1,11,1,3,7,5,1,7
28,No,Travel_Rarely,950,Research & Development,3,3,Information Technology,1,1121,4,Female,93,3,3,DevOps Engineer,2,Divorced,128249,8039,0,Y,No,17,3,2,80,3,10,3,2,9,7,1,7
46,No,Travel_Rarely,406,Sales,3,1,Electronics,1,1124,1,Male,52,3,4,Engineering Manager,3,Married,266645,15596,3,Y,No,12,3,4,80,1,23,3,3,12,9,4,9
38,No,Travel_Rarely,130,Sales,2,2,Electronics,1,1125,4,Male,32,3,3,Software Engineer,2,Single,77141,20619,7,Y,No,16,3,3,80,0,10,2,3,1,0,0,0
43,No,Travel_Frequently,1082,Research & Development,27,3,Computer Science,1,1126,3,Female,83,3,3,DevOps Engineer,1,Married,130897,11535,8,Y,No,11,3,3,80,1,18,1,3,8,7,0,1
39,Yes,Travel_Frequently,203,Research & Development,2,3,Computer Science,1,1127,1,Male,84,3,4,Support Engineer,4,Divorced,39483,13547,7,Y,No,11,3,4,80,3,21,4,3,18,7,11,5
40,No,Travel_Rarely,1308,Research & Development,14,3,Information Technology,1,1128,3,Male,44,2,5,Tech Lead,3,Single,171953,17544,1,Y,No,14,3,1,80,0,21,2,4,20,7,4,9
21,No,Travel_Rarely,984,Research & Development,1,1,Mechanical,1,1131,4,Female,70,2,1,Data Scientist,2,Single,111064,25326,1,Y,Yes,11,3,3,80,0,2,6,4,2,2,2,2
39,No,Non-Travel,439,Research & Development,9,3,Computer Science,1,1132,3,Male,70,3,2,QA Engineer,2,Single,60724,8770,9,Y,No,15,3,3,80,0,9,2,2,5,4,0,3
36,No,Non-Travel,217,Research & Development,18,4,Computer Science,1,1133,1,Male,78,3,2,DevOps Engineer,4,Single,111750,23238,2,Y,No,20,4,1,80,0,18,0,3,11,9,0,9
31,No,Travel_Frequently,793,Sales,20,3,Computer Science,1,1135,3,Male,67,4,1,Junior Developer,4,Married,49465,21981,0,Y,No,12,3,1,80,1,3,4,3,2,2,2,2
28,No,Travel_Rarely,1451,Research & Development,2,1,Computer Science,1,1136,1,Male,67,2,1,Data Scientist,2,Married,99901,19911,0,Y,No,17,3,1,80,0,6,2,1,5,3,0,4
35,No,Travel_Frequently,1182,Sales,11,2,Electronics,1,1137,4,Male,54,3,2,Software Engineer,4,Divorced,70237,18500,1,Y,No,11,3,4,80,1,5,3,3,5,2,0,2
49,No,Travel_Rarely,174,Sales,8,4,Mechanical,1,1138,4,Male,56,2,4,Software Engineer,2,Married,74418,11879,6,Y,No,17,3,2,80,1,22,3,3,9,8,2,3
34,No,Travel_Frequently,1003,Research & Development,2,2,Computer Science,1,1140,4,Male,95,3,2,DevOps Engineer,3,Single,111455,15834,2,Y,No,11,3,4,80,0,5,3,2,3,2,0,2
29,No,Travel_Frequently,490,Research & Development,10,3,Computer Science,1,1143,4,Female,61,3,1,Data Scientist,2,Divorced,146582,17940,0,Y,No,14,3,4,80,2,8,2,2,7,5,1,1
42,No,Travel_Rarely,188,Research & Development,29,3,Information Technology,1,1148,2,Male,56,1,2,QA Engineer,4,Single,58894,9558,4,Y,No,19,3,1,80,0,16,3,3,1,0,0,0
29,No,Travel_Rarely,718,Research & Development,8,1,Information Technology,1,1150,2,Male,79,2,2,DevOps Engineer,4,Married,137615,17689,1,Y,Yes,15,3,3,80,1,10,2,2,10,7,1,2
38,No,Travel_Rarely,433,Human Resources,1,3,Business Administration,1,1152,3,Male,37,4,1,HR Manager,3,Married,69289,6004,1,Y,No,13,3,4,80,1,7,2,4,7,6,5,0
28,No,Travel_Frequently,773,Research & Development,6,3,Computer Science,1,1154,3,Male,39,2,1,Data Scientist,3,Divorced,157019,22088,1,Y,Yes,14,3,4,80,1,3,2,3,3,1,0,2
18,Yes,Non-Travel,247,Research & Development,8,1,Information Technology,1,1156,3,Male,80,3,1,QA Engineer,3,Single,68274,13556,1,Y,No,12,3,4,80,0,0,0,3,0,0,0,0
33,Yes,Travel_Rarely,603,Sales,9,4,Electronics,1,1157,1,Female,77,3,2,Software Engineer,1,Single,93429,18385,0,Y,Yes,17,3,1,80,0,6,3,3,5,2,0,3
41,No,Travel_Rarely,167,Research & Development,12,4,Computer Science,1,1158,2,Male,46,3,1,QA Engineer,4,Married,62073,9051,3,Y,Yes,11,3,1,80,1,6,4,3,1,0,0,0
31,Yes,Travel_Frequently,874,Research & Development,15,3,Information Technology,1,1160,3,Male,72,3,1,QA Engineer,3,Married,68380,6233,1,Y,No,12,3,3,80,1,2,5,2,2,2,2,2
37,No,Travel_Rarely,367,Research & Development,25,2,Information Technology,1,1161,3,Female,52,2,2,Support Engineer,4,Divorced,52556,17171,7,Y,No,13,3,3,80,2,9,2,3,6,2,1,3
27,No,Travel_Rarely,199,Research & Development,6,3,Computer Science,1,1162,4,Male,55,2,1,Data Scientist,3,Married,135128,7950,1,Y,No,13,3,3,80,1,4,0,3,4,2,2,2
34,No,Travel_Rarely,1400,Sales,9,1,Computer Science,1,1163,2,Female,70,3,2,Software Engineer,3,Married,94569,5829,1,Y,No,20,4,1,80,0,6,3,2,6,5,1,3
